Price,Adj Close,Close,High,Low,Open,Volume
Ticker,GC=F,GC=F,GC=F,GC=F,GC=F,GC=F
Date,,,,,,
2020-01-02 00:00:00+00:00,1524.5,1524.5,1528.699951171875,1518.0,1518.0999755859375,214
2020-01-03 00:00:00+00:00,1549.199951171875,1549.199951171875,1552.699951171875,1530.0999755859375,1530.0999755859375,107
2020-01-06 00:00:00+00:00,1566.199951171875,1566.199951171875,1580.0,1560.4000244140625,1580.0,416
2020-01-07 00:00:00+00:00,1571.800048828125,1571.800048828125,1576.300048828125,1558.300048828125,1558.300048828125,47
2020-01-08 00:00:00+00:00,1557.4000244140625,1557.4000244140625,1604.199951171875,1552.300048828125,1579.699951171875,236
2020-01-09 00:00:00+00:00,1551.699951171875,1551.699951171875,1555.699951171875,1543.300048828125,1555.699951171875,54
2020-01-10 00:00:00+00:00,1557.5,1557.5,1558.800048828125,1545.4000244140625,1551.199951171875,16
2020-01-13 00:00:00+00:00,1548.4000244140625,1548.4000244140625,1558.0,1548.4000244140625,1557.4000244140625,48
2020-01-14 00:00:00+00:00,1542.4000244140625,1542.4000244140625,1546.699951171875,1534.9000244140625,1546.699951171875,32
2020-01-15 00:00:00+00:00,1552.0999755859375,1552.0999755859375,1553.9000244140625,1545.5999755859375,1548.0,11
2020-01-16 00:00:00+00:00,1549.0,1549.0,1556.0999755859375,1548.5,1555.699951171875,98
2020-01-17 00:00:00+00:00,1558.800048828125,1558.800048828125,1558.800048828125,1553.5999755859375,1554.0999755859375,108
2020-01-21 00:00:00+00:00,1556.4000244140625,1556.4000244140625,1566.199951171875,1551.0,1559.300048828125,45
2020-01-22 00:00:00+00:00,1555.300048828125,1555.300048828125,1557.0999755859375,1549.800048828125,1549.800048828125,42
2020-01-23 00:00:00+00:00,1564.5999755859375,1564.5999755859375,1564.5999755859375,1552.199951171875,1553.0999755859375,15
2020-01-24 00:00:00+00:00,1571.0999755859375,1571.0999755859375,1571.0999755859375,1556.300048828125,1556.300048828125,43
2020-01-27 00:00:00+00:00,1576.800048828125,1576.800048828125,1584.5,1576.800048828125,1584.300048828125,22
2020-01-28 00:00:00+00:00,1569.199951171875,1569.199951171875,1576.4000244140625,1569.199951171875,1576.4000244140625,3
2020-01-29 00:00:00+00:00,1569.800048828125,1569.800048828125,1569.800048828125,1569.800048828125,1569.800048828125,251274
2020-01-30 00:00:00+00:00,1583.5,1583.5,1585.0,1571.4000244140625,1576.800048828125,62336
2020-01-31 00:00:00+00:00,1582.9000244140625,1582.9000244140625,1589.0,1570.0,1573.4000244140625,1095
2020-02-03 00:00:00+00:00,1577.199951171875,1577.199951171875,1593.300048828125,1568.199951171875,1592.9000244140625,1062
2020-02-04 00:00:00+00:00,1550.4000244140625,1550.4000244140625,1577.699951171875,1547.800048828125,1577.699951171875,978
2020-02-05 00:00:00+00:00,1557.800048828125,1557.800048828125,1560.699951171875,1547.699951171875,1553.199951171875,1305
2020-02-06 00:00:00+00:00,1565.0999755859375,1565.0999755859375,1565.5999755859375,1551.5999755859375,1553.5999755859375,110
2020-02-07 00:00:00+00:00,1568.5999755859375,1568.5999755859375,1571.9000244140625,1560.5,1564.9000244140625,431
2020-02-10 00:00:00+00:00,1574.699951171875,1574.699951171875,1574.699951171875,1568.5999755859375,1569.300048828125,128
2020-02-11 00:00:00+00:00,1565.5999755859375,1565.5999755859375,1571.0999755859375,1561.9000244140625,1570.9000244140625,440
2020-02-12 00:00:00+00:00,1567.4000244140625,1567.4000244140625,1568.699951171875,1561.0,1565.199951171875,36
2020-02-13 00:00:00+00:00,1575.0999755859375,1575.0999755859375,1575.0999755859375,1570.199951171875,1570.199951171875,74
2020-02-14 00:00:00+00:00,1582.699951171875,1582.699951171875,1582.699951171875,1574.800048828125,1575.800048828125,68
2020-02-18 00:00:00+00:00,1600.0,1600.0,1604.300048828125,1579.800048828125,1579.800048828125,310
2020-02-19 00:00:00+00:00,1607.5,1607.5,1610.5,1599.699951171875,1600.5999755859375,542
2020-02-20 00:00:00+00:00,1616.5999755859375,1616.5999755859375,1621.0,1603.0,1606.5,117
2020-02-21 00:00:00+00:00,1644.5999755859375,1644.5999755859375,1645.0,1619.300048828125,1619.300048828125,186
2020-02-24 00:00:00+00:00,1672.4000244140625,1672.4000244140625,1686.5999755859375,1650.0,1657.0,435
2020-02-25 00:00:00+00:00,1646.9000244140625,1646.9000244140625,1653.699951171875,1632.300048828125,1645.0999755859375,409
2020-02-26 00:00:00+00:00,1640.0,1640.0,1648.0999755859375,1636.4000244140625,1644.0,1990
2020-02-27 00:00:00+00:00,1640.0,1640.0,1658.0,1638.5,1641.0999755859375,707
2020-02-28 00:00:00+00:00,1564.0999755859375,1564.0999755859375,1642.5,1564.0999755859375,1640.300048828125,289
2020-03-02 00:00:00+00:00,1592.300048828125,1592.300048828125,1608.300048828125,1574.300048828125,1583.9000244140625,537
2020-03-03 00:00:00+00:00,1642.0999755859375,1642.0999755859375,1645.300048828125,1594.0,1594.5,610
2020-03-04 00:00:00+00:00,1641.0999755859375,1641.0999755859375,1645.9000244140625,1631.300048828125,1645.4000244140625,83
2020-03-05 00:00:00+00:00,1666.4000244140625,1666.4000244140625,1672.9000244140625,1637.199951171875,1637.300048828125,154
2020-03-06 00:00:00+00:00,1670.800048828125,1670.800048828125,1686.199951171875,1647.199951171875,1670.800048828125,175
2020-03-09 00:00:00+00:00,1674.5,1674.5,1701.5999755859375,1657.699951171875,1696.0999755859375,161
2020-03-10 00:00:00+00:00,1659.0999755859375,1659.0999755859375,1674.5999755859375,1643.0,1671.5999755859375,48
2020-03-11 00:00:00+00:00,1641.4000244140625,1641.4000244140625,1666.5,1635.0,1656.5999755859375,47
2020-03-12 00:00:00+00:00,1589.300048828125,1589.300048828125,1647.5,1566.4000244140625,1637.0,256
2020-03-13 00:00:00+00:00,1515.699951171875,1515.699951171875,1589.800048828125,1513.800048828125,1574.9000244140625,89
2020-03-16 00:00:00+00:00,1485.9000244140625,1485.9000244140625,1569.0999755859375,1452.0999755859375,1569.0999755859375,193
2020-03-17 00:00:00+00:00,1524.9000244140625,1524.9000244140625,1537.699951171875,1469.300048828125,1469.300048828125,122
2020-03-18 00:00:00+00:00,1477.300048828125,1477.300048828125,1542.0,1477.300048828125,1537.5,333
2020-03-19 00:00:00+00:00,1478.5999755859375,1478.5999755859375,1491.5999755859375,1471.0,1481.5,262
2020-03-20 00:00:00+00:00,1484.0,1484.0,1484.0,1483.5,1483.5,14
2020-03-23 00:00:00+00:00,1567.0,1567.0,1567.0,1490.199951171875,1505.300048828125,51
2020-03-24 00:00:00+00:00,1660.199951171875,1660.199951171875,1685.5,1592.699951171875,1592.699951171875,442
2020-03-25 00:00:00+00:00,1632.300048828125,1632.300048828125,1676.5,1631.0999755859375,1676.5,476
2020-03-26 00:00:00+00:00,1650.0999755859375,1650.0999755859375,1660.5,1650.0999755859375,1660.5,3
2020-03-27 00:00:00+00:00,1623.9000244140625,1623.9000244140625,1623.9000244140625,1623.9000244140625,1623.9000244140625,100638
2020-03-30 00:00:00+00:00,1622.0,1622.0,1652.800048828125,1607.199951171875,1641.199951171875,16389
2020-03-31 00:00:00+00:00,1583.4000244140625,1583.4000244140625,1621.0,1576.0,1618.699951171875,2874
2020-04-01 00:00:00+00:00,1578.199951171875,1578.199951171875,1600.0,1570.0,1570.0,2158
2020-04-02 00:00:00+00:00,1625.699951171875,1625.699951171875,1631.199951171875,1586.0,1590.9000244140625,1294
2020-04-03 00:00:00+00:00,1633.699951171875,1633.699951171875,1636.0,1619.800048828125,1624.5,643
2020-04-06 00:00:00+00:00,1677.0,1677.0,1696.699951171875,1625.9000244140625,1629.0999755859375,1063
2020-04-07 00:00:00+00:00,1664.800048828125,1664.800048828125,1724.4000244140625,1658.0,1695.699951171875,1144
2020-04-08 00:00:00+00:00,1665.4000244140625,1665.4000244140625,1677.0,1662.5,1669.699951171875,747
2020-04-09 00:00:00+00:00,1736.199951171875,1736.199951171875,1736.199951171875,1662.699951171875,1662.699951171875,825
2020-04-13 00:00:00+00:00,1744.800048828125,1744.800048828125,1756.800048828125,1710.699951171875,1722.0,696
2020-04-14 00:00:00+00:00,1756.699951171875,1756.699951171875,1775.0,1739.5,1756.800048828125,675
2020-04-15 00:00:00+00:00,1727.199951171875,1727.199951171875,1744.9000244140625,1722.699951171875,1739.4000244140625,642
2020-04-16 00:00:00+00:00,1720.4000244140625,1720.4000244140625,1750.5999755859375,1715.0,1731.0,162
2020-04-17 00:00:00+00:00,1689.199951171875,1689.199951171875,1725.0,1684.9000244140625,1715.699951171875,223
2020-04-20 00:00:00+00:00,1701.5999755859375,1701.5999755859375,1701.5999755859375,1680.0,1686.0,106
2020-04-21 00:00:00+00:00,1678.199951171875,1678.199951171875,1707.0999755859375,1659.9000244140625,1697.0,666
2020-04-22 00:00:00+00:00,1728.699951171875,1728.699951171875,1728.699951171875,1684.800048828125,1696.0,453
2020-04-23 00:00:00+00:00,1733.300048828125,1733.300048828125,1745.0999755859375,1733.300048828125,1734.0,482
2020-04-24 00:00:00+00:00,1723.5,1723.5,1744.0,1714.5,1744.0,221
2020-04-27 00:00:00+00:00,1711.9000244140625,1711.9000244140625,1731.9000244140625,1711.9000244140625,1731.9000244140625,169
2020-04-28 00:00:00+00:00,1710.5,1710.5,1716.5999755859375,1707.0999755859375,1716.5999755859375,1255
2020-04-29 00:00:00+00:00,1703.4000244140625,1703.4000244140625,1713.5,1702.0,1710.0,373
2020-04-30 00:00:00+00:00,1684.199951171875,1684.199951171875,1719.300048828125,1680.800048828125,1719.300048828125,327
2020-05-01 00:00:00+00:00,1694.5,1694.5,1701.5,1670.5,1686.5999755859375,337
2020-05-04 00:00:00+00:00,1706.9000244140625,1706.9000244140625,1709.0,1699.5999755859375,1702.5999755859375,320
2020-05-05 00:00:00+00:00,1704.4000244140625,1704.4000244140625,1704.4000244140625,1697.199951171875,1701.5,82
2020-05-06 00:00:00+00:00,1684.199951171875,1684.199951171875,1704.0,1684.199951171875,1704.0,469
2020-05-07 00:00:00+00:00,1721.800048828125,1721.800048828125,1721.800048828125,1685.5999755859375,1686.199951171875,853
2020-05-08 00:00:00+00:00,1709.9000244140625,1709.9000244140625,1728.9000244140625,1703.800048828125,1726.199951171875,330
2020-05-11 00:00:00+00:00,1695.300048828125,1695.300048828125,1704.5,1690.199951171875,1702.300048828125,749
2020-05-12 00:00:00+00:00,1704.4000244140625,1704.4000244140625,1713.0999755859375,1699.300048828125,1699.300048828125,324
2020-05-13 00:00:00+00:00,1713.9000244140625,1713.9000244140625,1721.300048828125,1701.9000244140625,1702.0,431
2020-05-14 00:00:00+00:00,1738.0999755859375,1738.0999755859375,1743.0999755859375,1720.5,1724.300048828125,672
2020-05-15 00:00:00+00:00,1753.4000244140625,1753.4000244140625,1753.4000244140625,1739.699951171875,1739.699951171875,719
2020-05-18 00:00:00+00:00,1731.800048828125,1731.800048828125,1770.5,1731.800048828125,1755.699951171875,229
2020-05-19 00:00:00+00:00,1744.199951171875,1744.199951171875,1749.5,1744.199951171875,1744.199951171875,167
2020-05-20 00:00:00+00:00,1750.5999755859375,1750.5999755859375,1752.0999755859375,1745.5999755859375,1751.5999755859375,16
2020-05-21 00:00:00+00:00,1720.5,1720.5,1746.800048828125,1720.5,1746.800048828125,528
2020-05-22 00:00:00+00:00,1734.5999755859375,1734.5999755859375,1734.5999755859375,1726.5999755859375,1726.5999755859375,6
2020-05-26 00:00:00+00:00,1704.800048828125,1704.800048828125,1726.4000244140625,1704.800048828125,1726.4000244140625,39
2020-05-27 00:00:00+00:00,1710.300048828125,1710.300048828125,1710.300048828125,1685.5999755859375,1685.5999755859375,137416
2020-05-28 00:00:00+00:00,1713.300048828125,1713.300048828125,1727.800048828125,1705.0,1709.300048828125,23355
2020-05-29 00:00:00+00:00,1736.9000244140625,1736.9000244140625,1738.300048828125,1715.0999755859375,1718.800048828125,1526
2020-06-01 00:00:00+00:00,1737.800048828125,1737.800048828125,1747.0,1727.0999755859375,1740.4000244140625,871
2020-06-02 00:00:00+00:00,1725.199951171875,1725.199951171875,1745.5,1721.800048828125,1743.0,741
2020-06-03 00:00:00+00:00,1697.800048828125,1697.800048828125,1726.300048828125,1684.5,1726.300048828125,2755
2020-06-04 00:00:00+00:00,1718.9000244140625,1718.9000244140625,1718.9000244140625,1694.5,1694.5,807
2020-06-05 00:00:00+00:00,1676.199951171875,1676.199951171875,1711.800048828125,1668.5999755859375,1711.800048828125,1502
2020-06-08 00:00:00+00:00,1698.300048828125,1698.300048828125,1699.4000244140625,1675.9000244140625,1679.0999755859375,587
2020-06-09 00:00:00+00:00,1714.699951171875,1714.699951171875,1720.9000244140625,1692.0,1694.5999755859375,690
2020-06-10 00:00:00+00:00,1713.300048828125,1713.300048828125,1740.800048828125,1711.9000244140625,1716.0999755859375,718
2020-06-11 00:00:00+00:00,1732.0,1732.0,1744.0999755859375,1720.0,1737.199951171875,347
2020-06-12 00:00:00+00:00,1729.300048828125,1729.300048828125,1743.0,1724.9000244140625,1724.9000244140625,318
2020-06-15 00:00:00+00:00,1720.300048828125,1720.300048828125,1730.0,1703.300048828125,1730.0,188
2020-06-16 00:00:00+00:00,1729.5999755859375,1729.5999755859375,1729.5999755859375,1722.4000244140625,1726.300048828125,22
2020-06-17 00:00:00+00:00,1729.199951171875,1729.199951171875,1729.199951171875,1714.699951171875,1714.699951171875,51
2020-06-18 00:00:00+00:00,1724.800048828125,1724.800048828125,1734.0999755859375,1717.300048828125,1730.5,110
2020-06-19 00:00:00+00:00,1745.9000244140625,1745.9000244140625,1750.699951171875,1723.5,1723.699951171875,1329
2020-06-22 00:00:00+00:00,1756.699951171875,1756.699951171875,1767.5999755859375,1750.5,1755.199951171875,1356
2020-06-23 00:00:00+00:00,1772.0999755859375,1772.0999755859375,1776.300048828125,1754.199951171875,1755.4000244140625,666
2020-06-24 00:00:00+00:00,1765.800048828125,1765.800048828125,1783.0999755859375,1764.5,1778.300048828125,961
2020-06-25 00:00:00+00:00,1762.0999755859375,1762.0999755859375,1764.800048828125,1759.800048828125,1761.699951171875,207
2020-06-26 00:00:00+00:00,1772.5,1772.5,1772.5,1764.699951171875,1766.0,640
2020-06-29 00:00:00+00:00,1774.800048828125,1774.800048828125,1780.199951171875,1774.300048828125,1779.800048828125,584
2020-06-30 00:00:00+00:00,1793.0,1793.0,1793.199951171875,1774.4000244140625,1777.300048828125,986
2020-07-01 00:00:00+00:00,1773.199951171875,1773.199951171875,1798.0,1765.800048828125,1793.5999755859375,331
2020-07-02 00:00:00+00:00,1784.0,1784.0,1784.0,1768.699951171875,1773.4000244140625,215
2020-07-06 00:00:00+00:00,1788.5,1788.5,1790.0999755859375,1788.199951171875,1788.199951171875,172
2020-07-07 00:00:00+00:00,1804.199951171875,1804.199951171875,1804.199951171875,1783.300048828125,1789.300048828125,751
2020-07-08 00:00:00+00:00,1815.5,1815.5,1817.9000244140625,1801.5,1801.5,209
2020-07-09 00:00:00+00:00,1799.199951171875,1799.199951171875,1819.800048828125,1799.199951171875,1816.0999755859375,396
2020-07-10 00:00:00+00:00,1798.199951171875,1798.199951171875,1805.5,1797.699951171875,1805.5,236
2020-07-13 00:00:00+00:00,1811.0,1811.0,1811.0,1805.0,1805.0,164
2020-07-14 00:00:00+00:00,1810.5999755859375,1810.5999755859375,1811.5,1791.0,1791.0,339
2020-07-15 00:00:00+00:00,1811.4000244140625,1811.4000244140625,1813.5,1806.0999755859375,1806.0999755859375,167
2020-07-16 00:00:00+00:00,1798.699951171875,1798.699951171875,1810.9000244140625,1794.300048828125,1810.9000244140625,146
2020-07-17 00:00:00+00:00,1808.300048828125,1808.300048828125,1810.0999755859375,1798.5,1798.5,24
2020-07-20 00:00:00+00:00,1815.9000244140625,1815.9000244140625,1817.300048828125,1807.0,1807.0,89
2020-07-21 00:00:00+00:00,1842.4000244140625,1842.4000244140625,1842.4000244140625,1822.0,1822.0,117
2020-07-22 00:00:00+00:00,1864.0999755859375,1864.0999755859375,1867.0,1854.699951171875,1858.0999755859375,213
2020-07-23 00:00:00+00:00,1889.0999755859375,1889.0999755859375,1890.300048828125,1868.5,1868.699951171875,133
2020-07-24 00:00:00+00:00,1897.300048828125,1897.300048828125,1897.300048828125,1884.300048828125,1884.300048828125,474
2020-07-27 00:00:00+00:00,1931.0,1931.0,1938.0,1901.5,1901.699951171875,364
2020-07-28 00:00:00+00:00,1944.699951171875,1944.699951171875,1944.699951171875,1928.5999755859375,1931.5,825
2020-07-29 00:00:00+00:00,1953.5,1953.5,1953.5,1952.5999755859375,1953.199951171875,209835
2020-07-30 00:00:00+00:00,1942.300048828125,1942.300048828125,1965.0999755859375,1930.0,1963.4000244140625,28853
2020-07-31 00:00:00+00:00,1962.800048828125,1962.800048828125,1981.0999755859375,1948.0,1948.5999755859375,2914
2020-08-03 00:00:00+00:00,1966.0,1966.0,1984.300048828125,1955.5,1984.300048828125,683
2020-08-04 00:00:00+00:00,2001.199951171875,2001.199951171875,2016.199951171875,1968.800048828125,1971.0,2010
2020-08-05 00:00:00+00:00,2031.0999755859375,2031.0999755859375,2050.199951171875,2011.0,2024.0,1422
2020-08-06 00:00:00+00:00,2051.5,2051.5,2063.0,2040.0,2045.5,294
2020-08-07 00:00:00+00:00,2010.0999755859375,2010.0999755859375,2055.0,2009.5999755859375,2040.0999755859375,808
2020-08-10 00:00:00+00:00,2024.4000244140625,2024.4000244140625,2043.800048828125,2017.5,2026.4000244140625,233
2020-08-11 00:00:00+00:00,1932.5999755859375,1932.5999755859375,2016.0,1904.0,2012.4000244140625,971
2020-08-12 00:00:00+00:00,1934.9000244140625,1934.9000244140625,1946.5999755859375,1871.5999755859375,1923.0,404
2020-08-13 00:00:00+00:00,1956.699951171875,1956.699951171875,1957.4000244140625,1916.9000244140625,1921.5,71
2020-08-14 00:00:00+00:00,1937.0,1937.0,1947.4000244140625,1937.0,1938.699951171875,201
2020-08-17 00:00:00+00:00,1985.0,1985.0,1985.0,1949.5999755859375,1949.5999755859375,97
2020-08-18 00:00:00+00:00,1999.4000244140625,1999.4000244140625,2002.800048828125,1972.0999755859375,2001.0999755859375,92
2020-08-19 00:00:00+00:00,1958.699951171875,1958.699951171875,1980.0,1938.699951171875,1980.0,347
2020-08-20 00:00:00+00:00,1933.800048828125,1933.800048828125,1948.300048828125,1922.300048828125,1941.199951171875,106
2020-08-21 00:00:00+00:00,1934.5999755859375,1934.5999755859375,1945.0,1908.9000244140625,1941.0,184
2020-08-24 00:00:00+00:00,1927.699951171875,1927.699951171875,1940.0,1922.199951171875,1930.199951171875,85
2020-08-25 00:00:00+00:00,1911.800048828125,1911.800048828125,1928.5,1911.800048828125,1927.5,176
2020-08-26 00:00:00+00:00,1940.699951171875,1940.699951171875,1950.800048828125,1909.699951171875,1909.699951171875,287
2020-08-27 00:00:00+00:00,1921.5999755859375,1921.5999755859375,1972.5,1921.5999755859375,1948.9000244140625,2303
2020-08-28 00:00:00+00:00,1964.5999755859375,1964.5999755859375,1971.300048828125,1922.5,1927.0999755859375,778
2020-08-31 00:00:00+00:00,1967.5999755859375,1967.5999755859375,1971.300048828125,1953.300048828125,1970.0,158
2020-09-01 00:00:00+00:00,1968.199951171875,1968.199951171875,1986.300048828125,1961.699951171875,1961.699951171875,186
2020-09-02 00:00:00+00:00,1934.4000244140625,1934.4000244140625,1967.300048828125,1934.4000244140625,1967.300048828125,71
2020-09-03 00:00:00+00:00,1927.5999755859375,1927.5999755859375,1938.800048828125,1923.0,1937.0999755859375,179
2020-09-04 00:00:00+00:00,1923.9000244140625,1923.9000244140625,1939.699951171875,1917.699951171875,1927.9000244140625,607
2020-09-08 00:00:00+00:00,1933.0,1933.0,1937.9000244140625,1903.0999755859375,1930.9000244140625,271
2020-09-09 00:00:00+00:00,1944.699951171875,1944.699951171875,1946.199951171875,1924.5999755859375,1926.9000244140625,219
2020-09-10 00:00:00+00:00,1954.199951171875,1954.199951171875,1962.699951171875,1944.0999755859375,1944.0999755859375,722
2020-09-11 00:00:00+00:00,1937.800048828125,1937.800048828125,1949.5,1937.800048828125,1944.0,73
2020-09-14 00:00:00+00:00,1953.0999755859375,1953.0999755859375,1953.0999755859375,1943.0,1946.300048828125,55
2020-09-15 00:00:00+00:00,1956.300048828125,1956.300048828125,1968.5,1955.800048828125,1955.800048828125,74
2020-09-16 00:00:00+00:00,1960.199951171875,1960.199951171875,1961.4000244140625,1956.699951171875,1961.300048828125,124
2020-09-17 00:00:00+00:00,1940.0,1940.0,1946.0,1933.699951171875,1939.0,67
2020-09-18 00:00:00+00:00,1952.0999755859375,1952.0999755859375,1952.0999755859375,1949.0,1950.5,38
2020-09-21 00:00:00+00:00,1901.199951171875,1901.199951171875,1946.199951171875,1883.4000244140625,1946.199951171875,52
2020-09-22 00:00:00+00:00,1898.5999755859375,1898.5999755859375,1913.0999755859375,1898.5999755859375,1913.0999755859375,331
2020-09-23 00:00:00+00:00,1859.9000244140625,1859.9000244140625,1875.5,1859.9000244140625,1875.5,5
2020-09-24 00:00:00+00:00,1868.300048828125,1868.300048828125,1868.300048828125,1851.5,1851.5,365
2020-09-25 00:00:00+00:00,1857.699951171875,1857.699951171875,1857.699951171875,1856.300048828125,1856.300048828125,4
2020-09-28 00:00:00+00:00,1872.800048828125,1872.800048828125,1872.800048828125,1872.800048828125,1872.800048828125,10455
2020-09-29 00:00:00+00:00,1894.300048828125,1894.300048828125,1895.4000244140625,1872.4000244140625,1876.5,3283
